Search_Parm,Resource,Search_Pram_Type,Expression
address-city,RelatedPerson,string,RelatedPerson.address.city
address-country,Patient,string,Patient.address.country
address-country,Person,string,Person.address.country
address-country,Practitioner,string,Practitioner.address.country
address-country,RelatedPerson,string,RelatedPerson.address.country
address-postalcode,Patient,string,Patient.address.postalCode
address-postalcode,Person,string,Person.address.postalCode
address-postalcode,Practitioner,string,Practitioner.address.postalCode
address-postalcode,RelatedPerson,string,RelatedPerson.address.postalCode
address-state,Patient,string,Patient.address.state
address-state,Person,string,Person.address.state
address-state,Practitioner,string,Practitioner.address.state
address-state,RelatedPerson,string,RelatedPerson.address.state
address-use,Patient,token,Patient.address.use
address-use,Person,token,Person.address.use
address-use,Practitioner,token,Practitioner.address.use
address-use,RelatedPerson,token,RelatedPerson.address.use
birthdate,Patient,date,Patient.birthDate
birthdate,Person,date,Person.birthDate
birthdate,RelatedPerson,date,RelatedPerson.birthDate
death-date,Patient,date,
deceased,Patient,token,Patient.deceased.exists
email,Patient,token,Patient.telecom.where
email,Person,token,Person.telecom.where
email,Practitioner,token,Practitioner.telecom.where
email,PractitionerRole,token,PractitionerRole.contact.telecom.where
email,RelatedPerson,token,RelatedPerson.telecom.where
family,Patient,string,Patient.name.family
family,Practitioner,string,Practitioner.name.family
gender,Patient,token,Patient.gender
gender,Person,token,Person.gender
gender,Practitioner,token,Practitioner.gender
gender,RelatedPerson,token,RelatedPerson.gender
general-practitioner,Patient,reference,Patient.generalPractitioner
given,Patient,string,Patient.name.given
given,Practitioner,string,Practitioner.name.given
identifier,Patient,token,Patient.identifier
language,Patient,token,Patient.communication.language
link,Patient,reference,Patient.link.other
name,Patient,string,Patient.name
organization,Patient,reference,Patient.managingOrganization
phone,Patient,token,Patient.telecom.where
phone,Person,token,Person.telecom.where
phone,Practitioner,token,Practitioner.telecom.where
phone,PractitionerRole,token,PractitionerRole.contact.telecom.where
phone,RelatedPerson,token,RelatedPerson.telecom.where
phonetic,Patient,string,Patient.name
phonetic,Person,string,Person.name
phonetic,Practitioner,string,Practitioner.name
phonetic,RelatedPerson,string,RelatedPerson.name
telecom,Patient,token,Patient.telecom
telecom,Person,token,Person.telecom
telecom,Practitioner,token,Practitioner.telecom
telecom,PractitionerRole,token,PractitionerRole.contact.telecom
telecom,RelatedPerson,token,RelatedPerson.telecom
created,PaymentNotice,date,PaymentNotice.created
identifier,PaymentNotice,token,PaymentNotice.identifier
payment-status,PaymentNotice,token,PaymentNotice.paymentStatus
reporter,PaymentNotice,reference,PaymentNotice.reporter
request,PaymentNotice,reference,PaymentNotice.request
response,PaymentNotice,reference,PaymentNotice.response
status,PaymentNotice,token,PaymentNotice.status
allocation-account,PaymentReconciliation,reference,PaymentReconciliation.allocation.account
allocation-encounter,PaymentReconciliation,reference,PaymentReconciliation.allocation.encounter
created,PaymentReconciliation,date,PaymentReconciliation.created
disposition,PaymentReconciliation,string,PaymentReconciliation.disposition
identifier,PaymentReconciliation,token,PaymentReconciliation.identifier
outcome,PaymentReconciliation,token,PaymentReconciliation.outcome
payment-issuer,PaymentReconciliation,reference,PaymentReconciliation.paymentIssuer
request,PaymentReconciliation,reference,PaymentReconciliation.request
requestor,PaymentReconciliation,reference,PaymentReconciliation.requestor
status,PaymentReconciliation,token,PaymentReconciliation.status
identifier,Permission,token,Permission.identifier
rule-activity-actor,Permission,reference,Permission.rule.activity.actor.reference
rule-data-period,Permission,date,Permission.rule.data.period
rule-data-resource,Permission,reference,Permission.rule.data.resource.reference
rule-limit-element,Permission,string,Permission.rule.limit.element
status,Permission,token,Permission.status
death-date,Person,date,
deceased,Person,token,Person.deceased.exists
family,Person,string,Person.name.family
given,Person,string,Person.name.given
link,Person,reference,Person.link.target
name,Person,string,Person.name
organization,Person,reference,Person.managingOrganization
practitioner,Person,reference,Person.link.target.where
relatedperson,Person,reference,Person.link.target.where
patient,Resource,reference,PersonalRelationship.source.where
relationship,Resource,token,PersonalRelationship.relationshipType
source,Resource,reference,PersonalRelationship.source
target,Resource,reference,PersonalRelationship.target
definition,PlanDefinition,reference,PlanDefinition.action.definition.ofType
subject-canonical,PlanDefinition,reference,PlanDefinition.subject as canonical
subject-code,PlanDefinition,token,PlanDefinition.subject as CodeableConcept
subject-reference,PlanDefinition,reference,PlanDefinition.subject as Reference
type,PlanDefinition,token,PlanDefinition.type
active,Practitioner,token,Practitioner.active
communication,Practitioner,token,Practitioner.communication.language
death-date,Practitioner,date,
deceased,Practitioner,token,Practitioner.deceased.exists
identifier,Practitioner,token,Practitioner.identifier 
name,Practitioner,string,Practitioner.name
qualification-code,Practitioner,token,Practitioner.qualification.code
qualification-period,Practitioner,date,Practitioner.qualification.period
qual-code-period,Practitioner,composite,Practitioner.qualification
active,PractitionerRole,token,PractitionerRole.active
characteristic,PractitionerRole,token,PractitionerRole.characteristic
communication,PractitionerRole,token,PractitionerRole.communication
date,PractitionerRole,date,PractitionerRole.period
endpoint,PractitionerRole,reference,PractitionerRole.endpoint
identifier,PractitionerRole,token,PractitionerRole.identifier
location,PractitionerRole,reference,PractitionerRole.location
network,PractitionerRole,reference,PractitionerRole.network
organization,PractitionerRole,reference,PractitionerRole.organization
practitioner,PractitionerRole,reference,PractitionerRole.practitioner
role,PractitionerRole,token,PractitionerRole.code
service,PractitionerRole,reference,PractitionerRole.healthcareService
specialty,PractitionerRole,token,PractitionerRole.specialty
based-on,Procedure,reference,Procedure.basedOn
category,Procedure,token,Procedure.category
location,Procedure,reference,Procedure.location
part-of,Procedure,reference,Procedure.partOf
performer,Procedure,reference,Procedure.performer.actor
reason-code,Procedure,token,Procedure.reason.concept
reason-reference,Procedure,reference,Procedure.reason.reference
report,Procedure,reference,Procedure.report
status,Procedure,token,Procedure.status
subject,Procedure,reference,Procedure.subject
activity,Provenance,token,Provenance.activity
agent,Provenance,reference,Provenance.agent.who
agent-role,Provenance,token,Provenance.agent.role
agent-type,Provenance,token,Provenance.agent.type
based-on,Provenance,reference,Provenance.basedOn
entity,Provenance,reference,Provenance.entity.what
location,Provenance,reference,Provenance.location
recorded,Provenance,date,Provenance.recorded
signature-type,Provenance,token,Provenance.signature.type
target,Provenance,reference,Provenance.target
when,Provenance,date,
combo-code,Questionnaire,token,Questionnaire.code 
definition,Questionnaire,uri,Questionnaire.item.definition
item-code,Questionnaire,token,Questionnaire.item.code
questionnaire-code,Questionnaire,token,Questionnaire.code
subject-type,Questionnaire,token,Questionnaire.subjectType
answer-concept,QuestionnaireResponse,token,QuestionnaireResponse.item.answer.value.ofType
answer-date,QuestionnaireResponse,date,QuestionnaireResponse.item.answer.value.ofType
answer-number,QuestionnaireResponse,number,QuestionnaireResponse.item.answer.value.ofType
answer-quantity,QuestionnaireResponse,quantity,QuestionnaireResponse.item.answer.value.ofType
answer-reference,QuestionnaireResponse,reference,QuestionnaireResponse.item.answer.value.ofType
answer-string,QuestionnaireResponse,string,QuestionnaireResponse.item.answer.value.ofType
author,QuestionnaireResponse,reference,QuestionnaireResponse.author
authored,QuestionnaireResponse,date,QuestionnaireResponse.authored
based-on,QuestionnaireResponse,reference,QuestionnaireResponse.basedOn
item-subject,QuestionnaireResponse,reference,QuestionnaireResponse.item.where
linkid,QuestionnaireResponse,token,QuestionnaireResponse.item.linkId
part-of,QuestionnaireResponse,reference,QuestionnaireResponse.partOf
questionnaire,QuestionnaireResponse,reference,QuestionnaireResponse.questionnaire
source,QuestionnaireResponse,reference,QuestionnaireResponse.source
status,QuestionnaireResponse,token,QuestionnaireResponse.status
subject,QuestionnaireResponse,reference,QuestionnaireResponse.subject
item-concept,QuestionnaireResponse,composite,QuestionnaireResponse
item-date,QuestionnaireResponse,composite,QuestionnaireResponse
item-number,QuestionnaireResponse,composite,QuestionnaireResponse
item-quantity,QuestionnaireResponse,composite,QuestionnaireResponse
item-reference,QuestionnaireResponse,composite,QuestionnaireResponse
item-string,QuestionnaireResponse,composite,QuestionnaireResponse
item-uri,QuestionnaireResponse,composite,QuestionnaireResponse
case,RegulatedAuthorization,token,RegulatedAuthorization.case.identifier
case-type,RegulatedAuthorization,token,RegulatedAuthorization.case.type
holder,RegulatedAuthorization,reference,RegulatedAuthorization.holder
identifier,RegulatedAuthorization,token,RegulatedAuthorization.identifier
region,RegulatedAuthorization,token,RegulatedAuthorization.region
status,RegulatedAuthorization,token,RegulatedAuthorization.status
subject,RegulatedAuthorization,reference,RegulatedAuthorization.subject
active,RelatedPerson,token,RelatedPerson.active
family,RelatedPerson,string,RelatedPerson.name.family
given,RelatedPerson,string,RelatedPerson.name.given
name,RelatedPerson,string,RelatedPerson.name
relationship,RelatedPerson,token,RelatedPerson.relationship
role,RelatedPerson,token,RelatedPerson.relationship
action-resource,RequestOrchestration,reference,RequestOrchestration.action.resource
author,RequestOrchestration,reference,RequestOrchestration.author
authored,RequestOrchestration,date,RequestOrchestration.authoredOn
based-on,RequestOrchestration,reference,RequestOrchestration.basedOn
group-identifier,RequestOrchestration,token,RequestOrchestration.groupIdentifier
instantiates-canonical,RequestOrchestration,reference,RequestOrchestration.instantiatesCanonical
instantiates-uri,RequestOrchestration,uri,RequestOrchestration.instantiatesUri
intent,RequestOrchestration,token,RequestOrchestration.intent
participant,RequestOrchestration,reference,RequestOrchestration.action.participant.actor.ofType
priority,RequestOrchestration,token,RequestOrchestration.priority
status,RequestOrchestration,token,RequestOrchestration.status
subject,RequestOrchestration,reference,RequestOrchestration.subject
actor,Requirements,reference,Requirements.actor.reference
derived-from,Requirements,reference,Requirements.derivedFrom
classifier,ResearchStudy,token,ResearchStudy.classifier
condition,ResearchStudy,token,ResearchStudy.condition
date,ResearchStudy,date,ResearchStudy.period
description,ResearchStudy,string,ResearchStudy.description
eligibility,ResearchStudy,reference,ResearchStudy.recruitment.eligibility
focus-code,ResearchStudy,token,ResearchStudy.focus.concept
focus-reference,ResearchStudy,reference,ResearchStudy.focus.reference
identifier,ResearchStudy,token,ResearchStudy.identifier
keyword,ResearchStudy,token,ResearchStudy.keyword
name,ResearchStudy,string,ResearchStudy.name
objective-description,ResearchStudy,string,ResearchStudy.objective.description
objective-type,ResearchStudy,token,ResearchStudy.objective.type
part-of,ResearchStudy,reference,ResearchStudy.partOf
phase,ResearchStudy,token,ResearchStudy.phase
progress-actual,ResearchStudy,token,ResearchStudy.progressStatus.actual
progress-period,ResearchStudy,date,ResearchStudy.progressStatus.period
progress-state,ResearchStudy,token,ResearchStudy.progressStatus.state
protocol,ResearchStudy,reference,ResearchStudy.protocol
recruitment-actual,ResearchStudy,number,ResearchStudy.recruitment.actualNumber
recruitment-target,ResearchStudy,number,ResearchStudy.recruitment.targetNumber
region,ResearchStudy,token,ResearchStudy.region
site,ResearchStudy,reference,ResearchStudy.site
status,ResearchStudy,token,ResearchStudy.status
study-design,ResearchStudy,token,ResearchStudy.studyDesign
title,ResearchStudy,string,ResearchStudy.title
progress-status-state-actual,ResearchStudy,composite,ResearchStudy.progressStatus
progress-status-state-period,ResearchStudy,composite,ResearchStudy.progressStatus
progress-status-state-period-actual,ResearchStudy,composite,ResearchStudy.progressStatus
status,ResearchSubject,token,ResearchSubject.status
study,ResearchSubject,reference,ResearchSubject.study
subject,ResearchSubject,reference,ResearchSubject.subject
subject_state,ResearchSubject,token,ResearchSubject.subjectState.code
condition,RiskAssessment,reference,RiskAssessment.condition
method,RiskAssessment,token,RiskAssessment.method
performer,RiskAssessment,reference,RiskAssessment.performer
probability,RiskAssessment,number,RiskAssessment.prediction.probability.ofType
risk,RiskAssessment,token,RiskAssessment.prediction.qualitativeRisk
subject,RiskAssessment,reference,RiskAssessment.subject
active,Schedule,token,Schedule.active
actor,Schedule,reference,Schedule.actor
date,Schedule,date,Schedule.planningHorizon
identifier,Schedule,token,Schedule.identifier
name,Schedule,string,Schedule.name
service-category,Schedule,token,Schedule.serviceCategory
service-type,Schedule,token,Schedule.serviceType.concept
service-type-reference,Schedule,reference,Schedule.serviceType.reference
specialty,Schedule,token,Schedule.specialty
base,SearchParameter,token,SearchParameter.base
code,SearchParameter,token,SearchParameter.code
component,SearchParameter,reference,SearchParameter.component.definition
derived-from,SearchParameter,reference,SearchParameter.derivedFrom
target,SearchParameter,token,SearchParameter.target
type,SearchParameter,token,SearchParameter.type
authored,ServiceRequest,date,ServiceRequest.authoredOn
based-on,ServiceRequest,reference,ServiceRequest.basedOn
body-site,ServiceRequest,token,ServiceRequest.bodySite
body-structure,ServiceRequest,reference,ServiceRequest.bodyStructure
category,ServiceRequest,token,ServiceRequest.category
code-concept,ServiceRequest,token,ServiceRequest.code.concept
code-reference,ServiceRequest,reference,ServiceRequest.code.reference
group-or-identifier,ServiceRequest,token,ServiceRequest.requisition 
instantiates-canonical,ServiceRequest,reference,ServiceRequest.instantiatesCanonical
instantiates-uri,ServiceRequest,uri,ServiceRequest.instantiatesUri
intent,ServiceRequest,token,ServiceRequest.intent
location-code,ServiceRequest,token,ServiceRequest.location.concept
location-reference,ServiceRequest,reference,ServiceRequest.location.reference
occurrence,ServiceRequest,date,ServiceRequest.occurrence.ofType
performer,ServiceRequest,reference,ServiceRequest.performer
performer-type,ServiceRequest,token,ServiceRequest.performerType
priority,ServiceRequest,token,ServiceRequest.priority
replaces,ServiceRequest,reference,ServiceRequest.replaces
requester,ServiceRequest,reference,ServiceRequest.requester
requisition,ServiceRequest,token,ServiceRequest.requisition
status,ServiceRequest,token,ServiceRequest.status
subject,ServiceRequest,reference,ServiceRequest.subject
appointment-type,Slot,token,Slot.appointmentType
identifier,Slot,token,Slot.identifier
schedule,Slot,reference,Slot.schedule
service-category,Slot,token,Slot.serviceCategory
service-type,Slot,token,Slot.serviceType.concept
service-type-reference,Slot,reference,Slot.serviceType.reference
specialty,Slot,token,Slot.specialty
start,Slot,date,Slot.start
status,Slot,token,Slot.status
accession,Specimen,token,Specimen.accessionIdentifier
bodysite,Specimen,reference,Specimen.collection.bodySite.reference
collected,Specimen,date,Specimen.collection.collected.ofType
collection-device-code,Specimen,token,Specimen.collection.device.concept
collection-device-reference,Specimen,reference,Specimen.collection.device.reference.where
collector,Specimen,reference,Specimen.collection.collector
container-device-code,Specimen,token,Specimen.container.device.concept
container-device-reference,Specimen,reference,Specimen.container.device.reference.where
container-location,Specimen,reference,Specimen.container.device.reference.resolve
parent,Specimen,reference,Specimen.parent
procedure,Specimen,reference,Specimen.collection.procedure
processing-device-code,Specimen,token,Specimen.processing.device.concept
processing-device-reference,Specimen,reference,Specimen.processing.device.reference.where
request,Specimen,reference,Specimen.request
status,Specimen,token,Specimen.status
subject,Specimen,reference,Specimen.subject
container,SpecimenDefinition,token,SpecimenDefinition.typeTested.container.type
experimental,SpecimenDefinition,token,SpecimenDefinition.experimental
is-derived,SpecimenDefinition,token,SpecimenDefinition.typeTested.isDerived
type,SpecimenDefinition,token,SpecimenDefinition.typeCollected
type-tested,SpecimenDefinition,token,SpecimenDefinition.typeTested.type
abstract,StructureDefinition,token,StructureDefinition.abstract
base,StructureDefinition,reference,StructureDefinition.baseDefinition
base-path,StructureDefinition,token,StructureDefinition.snapshot.element.base.path 
derivation,StructureDefinition,token,StructureDefinition.derivation
experimental,StructureDefinition,token,StructureDefinition.experimental
ext-context-expression,StructureDefinition,token,StructureDefinition.context.expression
ext-context-type,StructureDefinition,token,StructureDefinition.context.type
keyword,StructureDefinition,token,StructureDefinition.keyword
kind,StructureDefinition,token,StructureDefinition.kind
path,StructureDefinition,token,StructureDefinition.snapshot.element.path 
type,StructureDefinition,uri,StructureDefinition.type
valueset,StructureDefinition,reference,StructureDefinition.snapshot.element.binding.valueSet
ext-context,StructureDefinition,composite,StructureDefinition.context
contact,Subscription,token,Subscription.contact
content-level,Subscription,token,Subscription.content
filter-event,Subscription,token,Subscription.filterBy.event
filter-value,Subscription,string,Subscription.filterBy.value
identifier,Subscription,token,Subscription.identifier
name,Subscription,string,Subscription.name
owner,Subscription,reference,Subscription.managingEntity
payload,Subscription,token,Subscription.contentType
status,Subscription,token,Subscription.status
topic,Subscription,uri,Subscription.topic
type,Subscription,token,Subscription.channelType
url,Subscription,uri,Subscription.endpoint
derived-or-self,SubscriptionTopic,uri,SubscriptionTopic.url 
effective,SubscriptionTopic,date,SubscriptionTopic.effectivePeriod
event,SubscriptionTopic,token,SubscriptionTopic.trigger.event
resource,SubscriptionTopic,uri,SubscriptionTopic.trigger.resource
trigger-description,SubscriptionTopic,string,SubscriptionTopic.trigger.description
category,Substance,token,Substance.category
code,Substance,token,Substance.code.concept
code-reference,Substance,reference,Substance.code.reference
expiry,Substance,date,Substance.expiry
identifier,Substance,token,Substance.identifier
quantity,Substance,quantity,Substance.quantity
status,Substance,token,Substance.status
classification,SubstanceDefinition,token,SubstanceDefinition.classification
code,SubstanceDefinition,token,SubstanceDefinition.code.code
domain,SubstanceDefinition,token,SubstanceDefinition.domain
identifier,SubstanceDefinition,token,SubstanceDefinition.identifier
name,SubstanceDefinition,string,SubstanceDefinition.name.name
receiver,SupplyDelivery,reference,SupplyDelivery.receiver
status,SupplyDelivery,token,SupplyDelivery.status
subject,SupplyDelivery,reference,SupplyDelivery.subject
supplier,SupplyDelivery,reference,SupplyDelivery.supplier
category,SupplyRequest,token,SupplyRequest.category
requester,SupplyRequest,reference,SupplyRequest.requester
status,SupplyRequest,token,SupplyRequest.status
subject,SupplyRequest,reference,SupplyRequest.deliverTo
supplier,SupplyRequest,reference,SupplyRequest.supplier
actor,Task,reference,Task.performer.actor
authored-on,Task,date,Task.authoredOn
based-on,Task,reference,Task.basedOn
business-status,Task,token,Task.businessStatus
focus,Task,reference,Task.focus
group-identifier,Task,token,Task.groupIdentifier
input,Task,reference,Task.input.value.ofType
intent,Task,token,Task.intent
modified,Task,date,Task.lastModified
output,Task,reference,Task.output.value.ofType
owner,Task,reference,Task.owner
part-of,Task,reference,Task.partOf
performer,Task,token,Task.requestedPerformer.concept
period,Task,date,Task.executionPeriod
priority,Task,token,Task.priority
requestedperformer-reference,Task,reference,Task.requestedPerformer.reference
requester,Task,reference,Task.requester
status,Task,token,Task.status
subject,Task,reference,Task.for
dependency,TestPlan,reference,TestPlan.dependency.reference
runner,TestPlan,uri,TestPlan.runner
scope,TestPlan,reference,TestPlan.scope.reference
identifier,TestReport,token,TestReport.identifier
issued,TestReport,date,TestReport.issued
participant,TestReport,uri,TestReport.participant.uri
result,TestReport,token,TestReport.result
status,TestReport,token,TestReport.status
tester,TestReport,string,TestReport.tester
testscript,TestReport,reference,TestReport.testScript
artifact,TestScript,reference,TestScript.scope.artifact
conformance,TestScript,token,TestScript.scope.conformance.ofType
phase,TestScript,token,TestScript.scope.phase.ofType
testscript-capability,TestScript,string,TestScript.metadata.capability.description
scope-artifact-conformance,TestScript,composite,TestScript.scope
scope-artifact-phase,TestScript,composite,TestScript.scope
identifier,Transport,token,Transport.identifier
patient,Transport,reference,Transport.subject.where
status,Transport,token,Transport.status
subject,Transport,reference,Transport.subject
code,ValueSet,token,ValueSet.expansion.contains.code 
expansion,ValueSet,uri,ValueSet.expansion.identifier
reference,ValueSet,uri,ValueSet.compose.include.system
attestation-method,VerificationResult,token,VerificationResult.attestation.communicationMethod
attestation-onbehalfof,VerificationResult,reference,VerificationResult.attestation.onBehalfOf
attestation-who,VerificationResult,reference,VerificationResult.attestation.who
primarysource-date,VerificationResult,date,VerificationResult.primarySource.validationDate
primarysource-type,VerificationResult,token,VerificationResult.primarySource.type
primarysource-who,VerificationResult,reference,VerificationResult.primarySource.who
status,VerificationResult,token,VerificationResult.status
status-date,VerificationResult,date,VerificationResult.statusDate
target,VerificationResult,reference,VerificationResult.target
validator-organization,VerificationResult,reference,VerificationResult.validator.organization
datewritten,VisionPrescription,date,VisionPrescription.dateWritten
prescriber,VisionPrescription,reference,VisionPrescription.prescriber
product,VisionPrescription,token,VisionPrescription.lensSpecification.product
status,VisionPrescription,token,VisionPrescription.status
